river	geom
Shenandoah River 62	"LINESTRING ZM (-77.969591319 39.0773583920001 0 18.874953,-77.967505918 39.0775701920001 0 14.947353,-77.965710584 39.0774336590001 0 11.578553,-77.9630207829999 39.077547259 0 6.547753,-77.961965917 39.077773859 0 4.504253,-77.960022782 39.078887593 0 -4.69999999950232e-005)"
Shenandoah River 63	"LINESTRING ZM (-77.994409526 39.079010791 0 66.118153,-77.990000725 39.0788787920001 0 57.878453)"
Shenandoah River 64	"LINESTRING ZM (-77.9997217279999 39.0786268580001 0 76.155453,-77.996897527 39.079085191 0 70.768053,-77.994409526 39.079010791 0 66.118153)"
Shenandoah River 65	"LINESTRING ZM (-78.0023265949999 39.071359789 0 99.999953,-78.0034561959999 39.0721612560001 0 97.147253,-78.004333129 39.0733072570001 0 93.950353,-78.0048277289999 39.07465159 0 90.599853,-78.0045203289999 39.0758783900001 0 87.605253,-78.002966929 39.0774312570001 0 82.887553,-78.000191595 39.0785506570001 0 77.051753,-77.9997217279999 39.0786268580001 0 76.155453)"
Shenandoah River 66	"LINESTRING ZM (-77.983016123 39.079139592 0 44.754853,-77.9813629889999 39.079350192 0 41.626553,-77.9799759219999 39.079146592 0 38.990653)"
Shenandoah River 67	"LINESTRING ZM (-77.977212188 39.078425059 0 33.451053,-77.975069587 39.077917659 0 29.269053,-77.970578119 39.077258192 0 20.733453,-77.969591319 39.0773583920001 0 18.874953)"
Shenandoah River 68	"LINESTRING ZM (-77.985831724 39.078780792 0 50.082853,-77.983016123 39.079139592 0 44.754853)"
Shenandoah River 69	"LINESTRING ZM (-77.990000725 39.0788787920001 0 57.878453,-77.986002124 39.078758991 0 50.405353,-77.985831724 39.078780792 0 50.082853)"
Shenandoah River 70	"LINESTRING ZM (-77.9799759219999 39.079146592 0 38.990653,-77.978475521 39.078926392 0 36.139353,-77.977895388 39.078586859 0 34.784553,-77.977212188 39.078425059 0 33.451053)"
Shenandoah River 71	"LINESTRING ZM (-77.994819991 39.0455851850001 0 89.462153,-77.994795924 39.0463446520001 0 87.958853,-77.994007325 39.047500852 0 85.367253,-77.991597591 39.0498182520001 0 79.462753,-77.9900511229999 39.0520078530001 0 74.515953,-77.98890639 39.055909854 0 66.594653,-77.988240723 39.0565752540001 0 64.924553,-77.98728499 39.0570709880001 0 63.153253,-77.986039322 39.057396854 0 61.125753,-77.984127922 39.0583882550001 0 57.583353,-77.982414122 39.059917388 0 53.564553,-77.9811197879999 39.0617623890001 0 49.402853,-77.980565788 39.0639704560001 0 44.950453,-77.980776388 39.065782056 0 41.350753,-77.982017388 39.068126389 0 36.331853,-77.983801323 39.0702960570001 0 31.231753,-77.9848997889999 39.0712203900001 0 28.738153)"
Shenandoah River 72	"LINESTRING ZM (-77.998874525 39.0413468510001 0 99.999953,-77.9964617919999 39.043345851 0 94.567053)"
Shenandoah River 73	"LINESTRING ZM (-77.9964617919999 39.043345851 0 94.567053,-77.994819991 39.0455851850001 0 89.462153)"
Shenandoah River 74	"LINESTRING ZM (-77.999721794 39.0706732570001 0 4.449053,-78.0017773279999 39.0708976560001 0 1.246753,-78.0023265949999 39.071359789 0 -4.69999999950232e-005)"
Shenandoah River 75	"LINESTRING ZM (-77.9848997889999 39.0712203900001 0 28.738153,-77.98715199 39.07218679 0 24.771853,-77.988404391 39.072497657 0 22.744053,-77.990359992 39.0726573900001 0 19.710453,-77.9929507259999 39.0722742570001 0 15.642253,-77.996268593 39.070980257 0 9.918653,-77.998377994 39.070526457 0 6.542553,-77.999721794 39.0706732570001 0 4.449053)"
Shenandoah River 76	"LINESTRING ZM (-77.999721526 39.04080585 0 3.350453,-77.998874525 39.0413468510001 0 -4.69999999950232e-005)"
Shenandoah River 77	"LINESTRING ZM (-77.9997651259999 39.04077805 0 3.522753,-77.999721526 39.04080585 0 3.350453)"
Shenandoah River 78	"LINESTRING ZM (-78.0194855299999 39.024964847 0 92.906553,-78.019415931 39.0250269800001 0 92.582753,-78.018818998 39.0260841800001 0 88.049853,-78.01596733 39.028845647 0 74.135753,-78.01393433 39.0303281810001 0 65.617353,-78.010434195 39.032358781 0 52.265953,-78.008677394 39.032737049 0 46.687653,-78.006224527 39.0339035820001 0 37.894753,-78.004702794 39.0353337820001 0 30.601853,-78.0045183939999 39.0360698490001 0 27.659053,-78.004136327 39.0362681830001 0 26.254453,-78.004013394 39.0367588490001 0 24.292753,-78.002750793 39.0384814500001 0 16.506953,-78.001450726 39.0396898500001 0 10.317153,-78.000113192 39.040383983 0 5.400453,-77.9997651259999 39.04077805 0 3.522753)"
Shenandoah River 79	"LINESTRING ZM (-78.0204869309999 39.023403446 0 99.999953,-78.0202719979999 39.024262247 0 96.566553,-78.0194855299999 39.024964847 0 92.906553)"
Shenandoah River 80	"LINESTRING ZM (-78.021789798 39.022513379 0 99.999953,-78.0204869309999 39.023403446 0 -4.69999999950232e-005)"
Shenandoah River 81	"LINESTRING ZM (-78.038447403 39.0206926440001 0 99.999953,-78.035531202 39.0203928450001 0 84.028253,-78.031455334 39.0194145780001 0 60.872853,-78.029211133 39.0190858450001 0 48.473853,-78.0275468 39.0190963790001 0 39.436053,-78.024712732 39.0204616450001 0 21.349753,-78.021789798 39.022513379 0 -4.69999999950232e-005)"
Shenandoah River 82	"LINESTRING ZM (-78.084748014 38.972273633 0 35.439053,-78.085148547 38.973320234 0 33.526453,-78.0853120149999 38.9740090340001 0 32.299953,-78.085807415 38.9753530340001 0 29.851253,-78.086844749 38.976521834 0 27.361553,-78.0883470159999 38.9791573680001 0 22.310753,-78.088750816 38.980869435 0 19.262653,-78.0875514159999 38.9850176360001 0 11.816853,-78.087764416 38.9868290360001 0 8.631953,-78.087458749 38.9880559700001 0 6.443453,-78.086420349 38.9895573700001 0 3.45605299999988,-78.084450949 38.9907956370001 0 -4.69999999950232e-005)"
Shenandoah River 83	"LINESTRING ZM (-78.1221318249999 38.958148163 0 99.999953,-78.121109624 38.958253429 0 98.590253,-78.120373757 38.958146163 0 97.566853)"
Shenandoah River 84	"LINESTRING ZM (-78.120373757 38.958146163 0 97.566853,-78.1190270239999 38.957949763 0 95.693653,-78.116395357 38.95718443 0 91.854153,-78.1136720229999 38.9567871630001 0 88.066253,-78.1119481549999 38.9570442290001 0 85.666653,-78.108271354 38.95714343 0 80.636553,-78.105464153 38.9577510300001 0 76.653653,-78.101199752 38.959544431 0 70.031353,-78.09688955 38.9601867640001 0 64.032053,-78.094913617 38.96078823 0 61.132553,-78.0914803489999 38.962575632 0 55.491053,-78.089580215 38.964205565 0 51.631853,-78.084909347 38.969626766 0 40.191853,-78.084474014 38.9707076330001 0 38.207953,-78.084584814 38.9715368330001 0 36.748253,-78.084748014 38.972273633 0 35.439053)"
Shenandoah River 85	"LINESTRING ZM (-78.139229031 38.966228964 0 18.570653,-78.136574229 38.9648305630001 0 15.632153,-78.131477161 38.9612906300001 0 9.372753,-78.12627416 38.959515029 0 4.162353,-78.124183825 38.9585745630001 0 1.948553,-78.1221318249999 38.958148163 0 -4.69999999950232e-005)"
Shenandoah River 86	"LINESTRING ZM (-78.142539832 38.968287031 0 22.458553,-78.140244431 38.96676383 0 19.694453,-78.139229031 38.966228964 0 18.570653)"
Shenandoah River 87	"LINESTRING ZM (-78.153849169 38.970143164 0 33.621153,-78.1499201669999 38.9705884300001 0 29.978453,-78.146364633 38.9701979640001 0 26.684153,-78.144663032 38.969695964 0 25.015153,-78.142539832 38.968287031 0 22.458553)"
Shenandoah River 88	"LINESTRING ZM (-78.182210443 38.9568494270001 0 99.999953,-78.1815474429999 38.9575159600001 0 99.008153,-78.1814258429999 38.9580068270001 0 98.420553,-78.1816797769999 38.9603321610001 0 95.678053,-78.1813454429999 38.9616820270001 0 94.062253,-78.180872976 38.962249028 0 93.267353,-78.1797292429999 38.962845628 0 92.005153,-78.1778451759999 38.9630804280001 0 90.254453,-78.175762242 38.962777628 0 88.310353,-78.1730302409999 38.9617448280001 0 85.525153,-78.1659098379999 38.957658028 0 77.416053,-78.159096169 38.95501396 0 70.433853,-78.154785235 38.95298796 0 65.816553,-78.1534043679999 38.952532627 0 64.440953,-78.1513218329999 38.95222956 0 62.496853,-78.1504600329999 38.9523583600001 0 61.691553,-78.1484927659999 38.953597561 0 59.372053,-78.148005433 38.9555609610001 0 57.021753,-78.148311366 38.957004028 0 55.302753,-78.148998433 38.958248428 0 53.710253,-78.150914367 38.960561629 0 50.472853,-78.1541041679999 38.9624245620001 0 46.817653,-78.15691277 38.9644860290001 0 43.280553,-78.1582105699999 38.9659463620001 0 41.191753,-78.158539037 38.9666298290001 0 40.333853,-78.158273036 38.968371163 0 38.272953,-78.1578308369999 38.968815363 0 37.611853,-78.157068169 38.9692129630001 0 36.770453,-78.153849169 38.970143164 0 33.621153)"
Shenandoah River 89	"LINESTRING ZM (-78.188315044 38.9442602240001 0 99.999953,-78.188018845 38.9443864240001 0 -4.69999999950232e-005)"
Shenandoah River 90	"LINESTRING ZM (-78.058702142 39.0001315740001 0 63.016653,-78.058426808 39.00123424 0 61.218753,-78.0586555419999 39.0016491740001 0 60.495753)"
Shenandoah River 91	"LINESTRING ZM (-78.059440609 39.0031628410001 0 57.808653,-78.0595162079999 39.0041912410001 0 56.159953,-78.058689342 39.0075038410001 0 50.758553,-78.059047742 39.008064975 0 49.755153,-78.058932408 39.009192575 0 47.944653,-78.0591917419999 39.0094848420001 0 47.375753,-78.059069209 39.0099755750001 0 46.575553,-78.059533809 39.0114423750001 0 44.157353,-78.059647142 39.012984976 0 41.684353,-78.05862101 39.0189139770001 0 32.108953)"
Shenandoah River 92	"LINESTRING ZM (-78.05862101 39.0189139770001 0 32.108953,-78.0571212089999 39.0217716440001 0 27.166753,-78.055699809 39.0234713780001 0 23.918553,-78.053981208 39.0243645780001 0 21.340153,-78.051140341 39.025093579 0 17.606053,-78.048895807 39.024765179 0 14.754653,-78.044645138 39.022490045 0 8.318253,-78.041111337 39.0213369780001 0 3.535453,-78.039187603 39.021055378 0 1.091453,-78.038447403 39.0206926440001 0 -4.69999999950232e-005)"
Shenandoah River 93	"LINESTRING ZM (-78.084450949 38.9907956370001 0 99.999953,-78.081993348 38.991326771 0 96.814453,-78.077002213 38.99136057 0 90.579353,-78.0739340119999 38.9916751710001 0 86.713653,-78.070743545 38.992480372 0 82.524953,-78.0632692089999 38.9964742400001 0 71.209753,-78.059810009 38.9990203730001 0 65.270453,-78.058702408 39.00013004 0 63.019153,-78.058702142 39.0001315740001 0 63.016653)"
Shenandoah River 94	"LINESTRING ZM (-78.0586555419999 39.0016491740001 0 60.495753,-78.059303808 39.0023798410001 0 59.073353,-78.059440609 39.0031628410001 0 57.808653)"
Shenandoah River 95	"LINESTRING ZM (-78.188018845 38.9443864240001 0 99.999953,-78.1872020439999 38.9447342240001 0 95.525553,-78.186158043 38.945599558 0 88.203853,-78.1858542429999 38.9468267570001 0 80.506653,-78.186511577 38.948193625 0 71.515353,-78.188367644 38.950751758 0 53.408953,-78.188665978 38.9515578250001 0 48.241953,-78.188461578 38.9530537590001 0 38.977553,-78.187577645 38.953942426 0 32.048153,-78.185481044 38.9550363600001 0 19.922253,-78.184779444 38.9551886260001 0 16.420453,-78.1822712429999 38.956604027 0 1.539153,-78.182210443 38.9568494270001 0 -4.69999999950232e-005)"
Smith River 1	"LINESTRING ZM (-79.755843973 36.500148467 0 93.595053,-79.754941973 36.4983466670001 0 84.775653,-79.751903505 36.4953944660001 0 67.357153,-79.7512929709999 36.4937890670001 0 59.735953,-79.751084971 36.4903362650001 0 44.047953,-79.750244171 36.4883187990001 0 34.387853,-79.751022371 36.4847472650001 0 17.930653,-79.750883771 36.482445397 0 7.472053,-79.750943104 36.481438864 0 2.89895299999989,-79.751232704 36.4808443970001 0 -4.69999999950232e-005)"
Smith River 2	"LINESTRING ZM (-79.756683374 36.501375001 0 99.999953,-79.756168907 36.5007974010001 0 96.771553,-79.755843973 36.500148467 0 93.595053)"
Smith River 3	"LINESTRING ZM (-79.771427381 36.543633609 0 99.999953,-79.771514181 36.542351409 0 96.312553,-79.771316913 36.5414124750001 0 93.577953,-79.7702137799999 36.538824408 0 85.718953,-79.769932113 36.537450274 0 81.719453,-79.769818713 36.5373128740001 0 81.245453,-79.7690003129999 36.5341984740001 0 72.103453,-79.768720913 36.5310614730001 0 63.072153,-79.7682693789999 36.5292522730001 0 57.772653,-79.767534312 36.5274658060001 0 52.367353,-79.766656778 36.526137072 0 48.043753,-79.766090178 36.5256328720001 0 46.089253,-79.765693378 36.5253806060001 0 44.918753,-79.76317031 36.524302205 0 38.302653)"
Smith River 4	"LINESTRING ZM (-79.76317031 36.524302205 0 38.302653,-79.763024377 36.5242372060001 0 37.916353,-79.7609571089999 36.523646205 0 32.834153,-79.758442308 36.523429272 0 26.973453,-79.756468975 36.523666872 0 22.349953,-79.754318907 36.5232460720001 0 17.223153,-79.752903707 36.5216574720001 0 11.604853,-79.7518431729999 36.517707805 0 -4.69999999950232e-005)"
Smith River 5	"LINESTRING ZM (-79.751152975 36.5529552780001 0 99.999953,-79.751294908 36.5529784120001 0 99.409753,-79.7532263749999 36.5518356110001 0 89.646753,-79.7545331759999 36.5509440120001 0 82.670653,-79.755982176 36.5498006780001 0 74.408953,-79.756436977 36.549297478 0 71.262353,-79.757459777 36.548497211 0 65.454553,-79.7583401099999 36.5480858770001 0 61.307753,-79.7601855779999 36.547378011 0 52.978353,-79.761349377 36.54710441 0 48.037153,-79.762853311 36.5470600100001 0 41.902653,-79.76776338 36.5463090100001 0 21.531553,-79.76923938 36.5459668770001 0 15.271653,-79.770034513 36.5455554760001 0 11.421153,-79.7710573809999 36.544526209 0 4.755553,-79.771427381 36.543633609 0 -4.69999999950232e-005)"
Smith River 6	"LINESTRING ZM (-79.7465045069999 36.55706308 0 99.999953,-79.746674707 36.557040079 0 97.532053,-79.747921307 36.5556880120001 0 67.659253,-79.749763174 36.553991812 0 27.682953,-79.751095974 36.5531384120001 0 3.347453,-79.751152975 36.5529552780001 0 -4.69999999950232e-005)"
Smith River 7	"LINESTRING ZM (-79.7454025059999 36.5602238130001 0 99.999953,-79.746080107 36.5579106800001 0 27.864853,-79.7464197739999 36.557338013 0 8.597953,-79.7465045069999 36.55706308 0 -4.69999999950232e-005)"
Smith River 8	"LINESTRING ZM (-79.735968772 36.5723214830001 0 99.999953,-79.7370757049999 36.572183216 0 94.468753,-79.738040172 36.5718158830001 0 89.201753,-79.739117906 36.5711968160001 0 82.667953,-79.741387173 36.5702100830001 0 69.937053,-79.742833307 36.5692700160001 0 60.764953,-79.744647774 36.567848815 0 48.274553,-79.7453277079999 36.5669780150001 0 41.973453,-79.745582307 36.566474081 0 38.641653,-79.745410307 36.565329481 0 31.582053,-79.745010507 36.5637500810001 0 21.711953,-79.7451783069999 36.5620784810001 0 11.443353,-79.745347507 36.561391481 0 7.154653,-79.7454025059999 36.5602238130001 0 -4.69999999950232e-005)"
Smith River 9	"LINESTRING ZM (-79.746363908 36.5764556170001 0 99.999953,-79.746193708 36.5764556840001 0 99.146853,-79.744066774 36.5778544840001 0 85.390653,-79.740577507 36.579391818 0 65.461953,-79.739754373 36.5795300180001 0 61.247953,-79.738420306 36.5796228180001 0 54.536653,-79.737767172 36.5795088850001 0 51.187453,-79.736830105 36.5792350840001 0 46.192053,-79.7362905049999 36.5790066180001 0 43.137453,-79.7359209049999 36.5786178180001 0 40.092553,-79.735494105 36.577977085 0 35.572053,-79.7353767709999 36.575298484 0 18.913453,-79.7356855049999 36.5727796830001 0 3.182153,-79.735968772 36.5723214830001 0 -4.69999999950232e-005)"
Smith River 10	"LINESTRING ZM (-79.777754117 36.5665114130001 0 99.999953,-79.7774989169999 36.566282281 0 98.922253,-79.776959784 36.5662132140001 0 97.381753,-79.776193316 36.5663498800001 0 95.166553,-79.7754833829999 36.5666240140001 0 92.945253,-79.7744889159999 36.5674246140001 0 88.980053,-79.7740629159999 36.5676074140001 0 87.618353,-79.773040916 36.5677896810001 0 84.664553,-79.770798315 36.568016614 0 78.286353,-79.769321781 36.5683816150001 0 73.928253,-79.768242715 36.568724015 0 70.655953,-79.7653447129999 36.5707820820001 0 59.759353,-79.7644641799999 36.571193282 0 56.888153,-79.7634419789999 36.571467082 0 53.848653,-79.762788513 36.571901482 0 51.458953,-79.761452912 36.5729074820001 0 46.302053,-79.760486912 36.573570616 0 42.722353,-79.759435979 36.5739586830001 0 39.460853,-79.7580163109999 36.5742320160001 0 35.342253,-79.756710578 36.574162217 0 31.649653,-79.753957911 36.5737014170001 0 23.716753,-79.753219777 36.5738152160001 0 21.596153,-79.751771576 36.5741570820001 0 17.338253,-79.749767709 36.5748266160001 0 11.217753,-79.7482073749999 36.5754006170001 0 6.378453,-79.746363908 36.5764556170001 0 -4.69999999950232e-005)"
Smith River 11	"LINESTRING ZM (-79.7755189169999 36.582811217 0 99.999953,-79.775518984 36.582696684 0 99.342553,-79.776940517 36.581141083 0 88.251453,-79.778931385 36.578189083 0 68.963953,-79.779444185 36.576770083 0 60.480353,-79.779587385 36.575694082 0 54.268853,-79.779646718 36.5737250820001 0 42.963853,-79.779420318 36.5731982820001 0 39.763653,-79.779279518 36.572236681 0 34.205953,-79.7789717169999 36.5688248810001 0 14.571153,-79.778405517 36.5676110140001 0 7.127053,-79.777782117 36.566786214 0 1.582553,-79.777754117 36.5665114130001 0 -4.69999999950232e-005)"
Smith River 12	"LINESTRING ZM (-79.7663341809999 36.593311886 0 99.999953,-79.766223582 36.5912970860001 0 85.710453,-79.766566982 36.589419885 0 72.265953,-79.7667665819999 36.588824819 0 67.898253,-79.767392915 36.5876120180001 0 58.589853,-79.767819582 36.5870628850001 0 53.998553,-79.768643782 36.5863996850001 0 47.346253,-79.769126582 36.5862170180001 0 44.299453,-79.770234982 36.5854166840001 0 35.799053,-79.771825916 36.584639485 0 25.171653,-79.773899317 36.5838858170001 0 12.177753,-79.7746379829999 36.583497218 0 7.138753,-79.775291717 36.5828796170001 0 1.385553,-79.7755189169999 36.582811217 0 -4.69999999950232e-005)"
Smith River 13	"LINESTRING ZM (-79.775294985 36.601882688 0 91.051553,-79.7745851179999 36.6018134880001 0 86.756353,-79.773194318 36.6014458880001 0 77.964353,-79.771462984 36.600849221 0 66.653853,-79.7701295159999 36.600069621 0 56.759053,-79.768909916 36.5991068210001 0 46.505253,-79.768229516 36.5983276870001 0 39.405353,-79.7672951819999 36.596426621 0 24.168653,-79.766842316 36.5954186860001 0 16.180853,-79.7664193809999 36.593357686 0 0.615153,-79.7663341809999 36.593311886 0 -4.69999999950232e-005)"
Smith River 14	"LINESTRING ZM (-79.776670386 36.6022630210001 0 99.999953,-79.775736385 36.602135688 0 94.309853,-79.775392918 36.6019268210001 0 91.725553,-79.775294985 36.601882688 0 91.051553)"
Smith River 15	"LINESTRING ZM (-79.7915955239999 36.6146960240001 0 99.999953,-79.787058789 36.6134438230001 0 83.857953,-79.7863753889999 36.61323049 0 81.391053,-79.785711189 36.613006623 0 78.967553,-79.784830722 36.61263289 0 75.617853,-79.784454322 36.6123530900001 0 73.894253,-79.7843153219999 36.6120554230001 0 72.566053,-79.784282321 36.61161149 0 70.708753,-79.784529922 36.6110702230001 0 68.299553,-79.784961588 36.61061949 0 65.921553,-79.787038722 36.6093342890001 0 57.106753,-79.7877665889999 36.6087214890001 0 53.563653,-79.7880845889999 36.608275022 0 51.413653,-79.788136789 36.6077574880001 0 49.245253,-79.786794589 36.6065600220001 0 42.505453,-79.784115587 36.6034050220001 0 26.538453,-79.783106388 36.6028870210001 0 22.510553,-79.7813939869999 36.6026536210001 0 16.663653,-79.780824987 36.602322288 0 14.300453,-79.777035385 36.602059221 0 1.494753,-79.776670386 36.6022630210001 0 -4.69999999950232e-005)"
Smith River 16	"LINESTRING ZM (-79.822067333 36.6138980210001 0 99.999953,-79.8216247989999 36.613724689 0 98.412653,-79.821004133 36.613626622 0 96.372153,-79.8204734 36.6137040890001 0 94.632053,-79.820121333 36.6138300220001 0 93.389353,-79.819695199 36.6139004880001 0 91.985953,-79.819261732 36.613917089 0 90.585853,-79.816822131 36.6136918220001 0 82.663753,-79.815828798 36.613669289 0 79.457753,-79.815055797 36.6137052220001 0 76.959753,-79.810895596 36.6144072230001 0 63.247053,-79.8101385959999 36.614624889 0 60.654153,-79.808893196 36.614768822 0 56.595153,-79.8072577949999 36.614674689 0 51.305653,-79.807144995 36.614659289 0 50.936553,-79.806821795 36.6146196890001 0 49.881853,-79.806269395 36.614566423 0 48.086953,-79.805912994 36.61452669 0 46.926253,-79.805818995 36.6145270220001 0 46.622953)"
Smith River 17	"LINESTRING ZM (-79.805818995 36.6145270220001 0 46.622953,-79.8031009279999 36.6141678220001 0 37.736853,-79.800587793 36.613891822 0 29.554153,-79.7988317259999 36.613890289 0 23.888653,-79.797366526 36.613960423 0 19.153253,-79.7963177249999 36.614062689 0 15.744953,-79.7955239249999 36.6141850230001 0 13.137653)"
Smith River 18	"LINESTRING ZM (-79.7955239249999 36.6141850230001 0 13.137653,-79.794228391 36.61451549 0 8.753653,-79.7933349909999 36.6148062230001 0 5.64535299999989,-79.792456391 36.6148042230001 0 2.810853,-79.7915955239999 36.6146960240001 0 -4.69999999950232e-005)"
Smith River 19	"LINESTRING ZM (-79.828071601 36.6192712220001 0 15.660853,-79.827924535 36.6192170900001 0 15.398053,-79.827541401 36.6189534230001 0 14.579153,-79.826451401 36.6188052890001 0 12.782253,-79.824818934 36.618202889 0 9.863753,-79.823916201 36.6171926230001 0 7.35275299999989,-79.822840933 36.614764022 0 2.152153,-79.822067333 36.6138980210001 0 -4.69999999950232e-005)"
Smith River 20	"LINESTRING ZM (-79.831434938 36.646563895 0 99.999953,-79.831492337 36.645739695 0 98.335153,-79.832117804 36.644892828 0 96.347553,-79.832345405 36.644229028 0 94.958653,-79.832176138 36.6423972270001 0 91.254053,-79.831949537 36.6412294940001 0 88.870353,-79.831240404 36.6394890930001 0 85.175953,-79.8302475369999 36.637061826 0 80.021553,-79.8297368029999 36.636237426 0 78.163253,-79.8290269359999 36.635710493 0 76.594653,-79.823858601 36.6327776260001 0 66.321453,-79.8229501339999 36.632044492 0 64.231853,-79.821843534 36.6303498250001 0 60.369753,-79.8215596 36.6300978250001 0 59.683253,-79.8199124 36.6296848920001 0 56.879453,-79.819060599 36.629112091 0 55.076353,-79.8191463329999 36.628562625 0 53.959453,-79.819458933 36.6282422250001 0 53.137453,-79.8201124 36.6281510250001 0 52.059553,-79.823180001 36.6283126920001 0 47.062953,-79.823946935 36.628404625 0 45.802753,-79.8251116009999 36.6283822250001 0 43.909253,-79.8265888019999 36.6281080910001 0 41.445453,-79.829372736 36.6279032910001 0 36.901753,-79.830480736 36.6277434240001 0 35.072253,-79.831190803 36.627491891 0 33.811553,-79.831390003 36.6270570250001 0 32.876653,-79.831334403 36.62515669 0 29.042953,-79.831278003 36.6244924900001 0 27.700253,-79.830966336 36.62325609 0 25.155753,-79.830597536 36.62238589 0 23.301153,-79.830597736 36.622111224 0 22.747153,-79.8294910019999 36.6205538900001 0 19.127653,-79.828752935 36.6198668230001 0 17.294753,-79.828071601 36.6192712220001 0 15.660853)"
Smith River 21	"LINESTRING ZM (-79.8422330079999 36.643820227 0 99.999953,-79.840954207 36.6442548270001 0 88.254353,-79.837060806 36.6460394280001 0 50.346853,-79.834645339 36.6467940950001 0 28.422653,-79.833764538 36.646954028 0 20.781953,-79.8326563379999 36.6469994280001 0 11.391653,-79.832201938 36.6469076280001 0 7.427253,-79.831434938 36.646563895 0 -4.69999999950232e-005)"
Smith River 22	"LINESTRING ZM (-79.860727347 36.650670228 0 99.999953,-79.8596476129999 36.6503494940001 0 94.771053,-79.8561528119999 36.649868095 0 78.660853,-79.8539366109999 36.649386894 0 68.231453,-79.851351144 36.649134428 0 56.397453,-79.850356744 36.6489510280001 0 51.762153,-79.8491067429999 36.6484470280001 0 45.410653,-79.848453343 36.6482866280001 0 42.306953,-79.8460386089999 36.6473702280001 0 30.178253,-79.845499009 36.6469120950001 0 26.616153,-79.845300542 36.6458360280001 0 20.480753,-79.8449884079999 36.6448742270001 0 14.873953,-79.8446193409999 36.6443704280001 0 11.574553,-79.844079608 36.6440726270001 0 8.601953,-79.843625141 36.643912227 0 6.34735299999988,-79.8422330079999 36.643820227 0 -4.69999999950232e-005)"
Smith River 23	"LINESTRING ZM (-79.8659275479999 36.648244027 0 99.999953,-79.865501348 36.648129494 0 94.582353,-79.864393347 36.6476254940001 0 79.239153,-79.8635693479999 36.647419427 0 68.835253,-79.863171547 36.6475108940001 0 63.846853,-79.8627737469999 36.647785694 0 57.528153,-79.8625179479999 36.6482436270001 0 50.012253,-79.862347347 36.648724294 0 42.529953,-79.862233347 36.650052294 0 22.606653,-79.862006014 36.6504184950001 0 16.478553,-79.861494547 36.6506702940001 0 9.250953,-79.860727347 36.650670228 0 -4.69999999950232e-005)"
Smith River 24	"LINESTRING ZM (-79.872177751 36.6551818950001 0 99.999953,-79.8716095509999 36.6543576280001 0 89.557853,-79.87146755 36.6536706950001 0 81.845253,-79.871439217 36.652731895 0 71.444853,-79.87121195 36.6521366280001 0 64.547353,-79.8706437499999 36.651587095 0 56.626253,-79.868939016 36.650556694 0 37.610453,-79.8659275479999 36.648381294 0 1.520253,-79.8659275479999 36.648244027 0 -4.69999999950232e-005)"
Smith River 25	"LINESTRING ZM (-79.883601555 36.66454623 0 99.999953,-79.883175221 36.6643630300001 0 97.087353,-79.882208954 36.6636304300001 0 89.088753,-79.881242754 36.662531497 0 79.011753,-79.88090162 36.66198203 0 74.414553,-79.879111219 36.660470896 0 58.782953,-79.877946219 36.659898496 0 50.557053,-79.877321019 36.6594634960001 0 45.577153,-79.876951619 36.6590742290001 0 41.910553,-79.876496952 36.6582958290001 0 35.473053,-79.876042152 36.6576088960001 0 29.647253,-79.875530752 36.657173829 0 25.163653,-79.874763418 36.656693095 0 19.303653,-79.873371151 36.6559604280001 0 9.278553,-79.872376751 36.655273429 0 1.381453,-79.872177751 36.6551818950001 0 -4.69999999950232e-005)"
Smith River 26	"LINESTRING ZM (-79.8926662229999 36.658111895 0 99.999953,-79.8921262229999 36.6580432280001 0 77.599653,-79.891501024 36.6581806950001 0 51.045153,-79.891103223 36.658409695 0 31.011453,-79.890762356 36.658821828 0 5.822153,-79.890762423 36.658936295 0 -4.69999999950232e-005)"
Smith River 27	"LINESTRING ZM (-79.907418628 36.6690076300001 0 99.999953,-79.907191228 36.6689848300001 0 98.905653,-79.904377228 36.6677718970001 0 83.664953,-79.903382161 36.66697083 0 76.946753,-79.902955627 36.6663984960001 0 72.989253,-79.90238676 36.66440663 0 60.871953,-79.9018181599999 36.66365123 0 55.634553,-79.90082316 36.662529496 0 47.461153,-79.900027359 36.6620260280001 0 42.628653,-79.8972136249999 36.6609044950001 0 27.636053,-79.896503158 36.6605840280001 0 23.747353,-79.894229357 36.6588672290001 0 8.863853,-79.8927798239999 36.658272095 0 1.09375300000011,-79.8926662229999 36.658111895 0 -4.69999999950232e-005)"
Smith River 28	"LINESTRING ZM (-79.9105757629999 36.674868098 0 99.999953,-79.910547163 36.6745476310001 0 95.115753,-79.910234229 36.673998098 0 85.925153,-79.909836163 36.6734716980001 0 76.555653,-79.909494762 36.67267043 0 63.677753,-79.909039562 36.671273897 0 41.728653,-79.908840163 36.670403897 0 28.279653,-79.908641029 36.669946096 0 20.905553,-79.9083851619999 36.669717097 0 16.222253,-79.9074755619999 36.6691220970001 0 1.87455300000011,-79.907418628 36.6690076300001 0 -4.69999999950232e-005)"
